Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,No,Travel_Rarely,879,Research & Development,19,2,Other,1,338,1,Male,112,4,5,Sales Representative,2,Single,17461,18669,2,Y,Yes,21,3,3,80,0,26,0,4,11,4,4,3
44,No,Non-Travel,555,Sales,22,2,Technical Degree,1,339,1,Female,73,2,3,Human Resources,2,Divorced,11732,10695,0,Y,No,17,4,2,80,0,25,6,1,6,2,1,2
23,No,Travel_Rarely,325,Human Resources,26,4,Technical Degree,1,340,4,Female,39,3,1,Manufacturing Director,1,Single,6269,4490,2,Y,No,11,3,4,80,2,4,1,4,0,0,0,0
33,Yes,Non-Travel,302,Research & Development,12,3,Technical Degree,1,341,1,Male,32,1,1,Sales Executive,1,Married,6035,9108,4,Y,Yes,11,4,3,80,0,12,2,4,1,0,0,0
24,No,Non-Travel,480,Research & Development,23,3,Medical,1,342,2,Male,49,2,2,Human Resources,1,Divorced,8745,8414,7,Y,No,12,3,4,80,0,3,5,3,8,3,2,2
59,Yes,Travel_Frequently,406,Research & Development,18,4,Life Sciences,1,343,4,Male,59,1,2,Laboratory Technician,1,Married,8498,9354,6,Y,Yes,15,4,1,80,0,40,6,2,19,7,7,6
41,No,Travel_Frequently,593,Sales,28,3,Medical,1,344,4,Female,76,1,3,Research Director,2,Divorced,12688,14846,7,Y,No,17,4,3,80,2,21,3,1,19,7,4,6
50,No,Travel_Frequently,875,Research & Development,22,3,Technical Degree,1,345,2,Female,108,4,5,Sales Executive,3,Single,16956,20884,2,Y,No,18,3,1,80,0,29,6,4,7,2,0,2
45,No,Travel_Frequently,407,Research & Development,13,2,Marketing,1,346,2,Female,53,2,2,Research Director,2,Single,7878,6988,4,Y,No,23,3,3,80,1,24,4,4,8,3,0,2
35,Yes,Non-Travel,287,Sales,16,3,Medical,1,347,4,Female,31,3,1,Healthcare Representative,1,Married,5303,6439,4,Y,Yes,17,3,3,80,0,16,2,1,8,3,3,2
56,No,Travel_Frequently,408,Research & Development,9,2,Life Sciences,1,348,4,Male,50,3,2,Laboratory Technician,4,Divorced,7849,8656,5,Y,Yes,17,3,1,80,2,36,5,2,10,4,0,3
30,No,Non-Travel,325,Research & Development,14,3,Marketing,1,349,3,Female,37,3,1,Sales Representative,3,Divorced,6144,8127,0,Y,No,18,3,1,80,1,9,5,1,6,2,4,2
41,No,Non-Travel,434,Research & Development,16,2,Other,1,350,1,Male,55,1,2,Sales Representative,1,Divorced,8505,8841,6,Y,No,12,4,1,80,1,21,3,1,11,4,0,3
44,No,Non-Travel,485,Research & Development,10,3,Technical Degree,1,351,3,Male,56,2,2,Research Scientist,4,Single,9377,10525,7,Y,No,15,4,3,80,0,22,5,1,13,5,1,4
41,No,Non-Travel,634,Research & Development,24,4,Marketing,1,352,4,Male,76,1,3,Manager,4,Married,12056,12771,6,Y,Yes,17,3,4,80,0,21,5,2,10,4,4,3
54,Yes,Travel_Rarely,628,Research & Development,21,4,Marketing,1,353,1,Male,75,4,3,Healthcare Representative,2,Divorced,12307,10843,6,Y,Yes,18,4,1,80,2,34,1,1,11,4,3,3
42,Yes,Travel_Frequently,271,Research & Development,16,4,Medical,1,354,2,Male,32,3,1,Laboratory Technician,1,Married,5834,6071,1,Y,Yes,12,4,3,80,2,20,0,1,4,1,0,1
31,No,Non-Travel,449,Research & Development,4,4,Life Sciences,1,355,4,Male,57,1,2,Research Director,3,Divorced,9226,9887,0,Y,Yes,25,3,2,80,1,9,2,3,1,0,2,0
31,No,Travel_Frequently,256,Sales,7,1,Marketing,1,356,4,Male,36,4,1,Laboratory Technician,3,Divorced,5633,6804,1,Y,No,13,4,4,80,3,11,2,4,4,1,2,1
49,No,Travel_Frequently,505,Research & Development,27,3,Other,1,357,2,Female,63,1,2,Healthcare Representative,1,Single,9561,8402,5,Y,No,20,4,3,80,1,30,2,4,6,2,0,2
33,No,Non-Travel,450,Research & Development,4,2,Other,1,358,1,Male,58,4,2,Manager,3,Divorced,9275,7527,5,Y,Yes,14,3,3,80,1,11,4,2,10,4,2,3
38,Yes,Travel_Rarely,524,Sales,2,2,Other,1,359,1,Female,63,1,2,Sales Executive,1,Divorced,10043,11039,6,Y,Yes,17,4,4,80,0,16,6,3,6,2,0,2
37,No,Non-Travel,415,Research & Development,1,3,Marketing,1,360,1,Female,52,3,2,Human Resources,4,Single,8091,6985,4,Y,No,24,3,1,80,0,17,0,4,5,2,1,1
52,No,Non-Travel,778,Research & Development,5,5,Technical Degree,1,361,2,Female,97,2,4,Healthcare Representative,4,Divorced,15220,12622,5,Y,No,24,4,4,80,0,30,2,3,11,4,3,3
35,No,Travel_Frequently,291,Research & Development,15,3,Medical,1,362,1,Male,27,4,1,Healthcare Representative,2,Married,5308,4624,3,Y,No,14,4,1,80,0,15,5,1,5,2,0,1
37,No,Travel_Frequently,782,Research & Development,19,4,Medical,1,363,1,Male,97,3,4,Research Scientist,4,Divorced,15602,14073,8,Y,Yes,24,4,4,80,0,17,2,2,5,2,0,1
48,No,Travel_Frequently,323,Research & Development,24,4,Medical,1,364,4,Male,35,3,1,Human Resources,3,Married,6191,4679,6,Y,No,17,4,3,80,0,26,5,1,8,3,3,2
24,No,Travel_Frequently,952,Research & Development,16,4,Medical,1,365,4,Female,119,1,5,Manufacturing Director,4,Divorced,19591,21554,4,Y,Yes,15,3,2,80,2,4,5,4,7,2,1,2
57,No,Non-Travel,771,Research & Development,29,3,Life Sciences,1,366,1,Female,97,4,4,Manufacturing Director,4,Married,15660,16622,2,Y,No,15,3,4,80,0,36,1,2,13,5,3,4
19,No,Non-Travel,663,Human Resources,10,4,Other,1,367,4,Female,86,3,4,Human Resources,3,Single,13323,12600,5,Y,No,16,4,3,80,1,1,6,3,0,0,2,0
44,No,Travel_Rarely,292,Research & Development,29,5,Other,1,368,4,Female,28,1,1,Research Director,1,Divorced,5564,3002,6,Y,No,19,4,3,80,2,22,5,2,9,3,5,3
35,No,Travel_Frequently,463,Sales,18,3,Marketing,1,369,2,Female,57,4,2,Manager,1,Single,9258,10835,5,Y,No,20,4,2,80,1,16,2,4,4,1,0,1
55,No,Travel_Rarely,336,Research & Development,8,2,Marketing,1,370,3,Female,44,2,1,Manager,2,Married,6207,3406,4,Y,No,15,3,2,80,1,33,0,1,15,6,4,5
56,No,Non-Travel,638,Research & Development,4,3,Technical Degree,1,371,4,Female,74,2,3,Manager,1,Divorced,12183,10111,3,Y,No,17,3,4,80,2,35,6,3,11,4,2,3
44,No,Travel_Frequently,773,Research & Development,15,5,Other,1,372,3,Male,93,1,4,Sales Executive,3,Single,15208,13751,4,Y,No,11,4,4,80,0,25,5,2,11,4,3,3
24,No,Non-Travel,658,Research & Development,1,4,Other,1,373,2,Male,81,2,3,Sales Executive,4,Single,12958,14722,8,Y,No,25,4,3,80,1,2,5,2,4,1,0,1
33,No,Travel_Rarely,710,Research & Development,6,3,Medical,1,374,3,Male,91,4,4,Research Director,2,Married,14170,15737,6,Y,No,11,3,1,80,1,14,5,2,7,2,2,2
41,No,Travel_Rarely,525,Research & Development,24,4,Life Sciences,1,375,4,Female,61,1,3,Research Scientist,3,Divorced,10214,8392,6,Y,Yes,25,3,3,80,3,20,3,1,9,3,4,3
42,No,Non-Travel,338,Sales,6,4,Other,1,376,1,Female,41,4,1,Manager,3,Single,7272,5984,4,Y,No,21,3,4,80,3,23,4,4,7,2,0,2
43,No,Travel_Frequently,606,Sales,28,2,Technical Degree,1,377,4,Male,81,1,3,Manufacturing Director,2,Single,12389,8077,3,Y,Yes,11,4,1,80,1,24,0,4,10,4,1,3
54,No,Non-Travel,583,Sales,1,4,Technical Degree,1,378,1,Male,72,1,2,Healthcare Representative,2,Married,11085,9563,8,Y,No,25,3,2,80,0,33,1,1,13,5,4,4
49,No,Travel_Frequently,706,Sales,18,2,Medical,1,379,3,Female,87,1,4,Human Resources,1,Married,14169,17798,6,Y,No,20,3,1,80,1,28,0,2,15,6,4,5
22,No,Non-Travel,351,Sales,25,4,Medical,1,380,1,Female,38,3,2,Human Resources,3,Divorced,7103,7249,1,Y,No,25,3,4,80,0,2,2,1,0,0,0,0
54,No,Travel_Frequently,593,Research & Development,21,5,Technical Degree,1,381,3,Male,73,1,3,Sales Executive,4,Single,11782,12044,1,Y,No,14,3,1,80,0,35,4,2,15,6,1,5
56,No,Travel_Rarely,560,Research & Development,7,5,Life Sciences,1,382,1,Male,70,4,3,Human Resources,4,Single,11352,7164,2,Y,No,16,3,1,80,2,37,2,2,21,8,6,7
52,No,Travel_Rarely,305,Human Resources,3,4,Other,1,383,2,Female,35,4,1,Manufacturing Director,2,Divorced,6153,7367,5,Y,No,12,3,4,80,1,31,5,3,10,4,0,3
37,No,Travel_Rarely,247,Research & Development,8,5,Other,1,384,3,Male,37,1,1,Manufacturing Director,4,Married,5641,5968,1,Y,Yes,19,3,2,80,3,17,6,4,4,1,3,1
46,No,Non-Travel,311,Research & Development,13,4,Technical Degree,1,385,1,Male,43,4,1,Research Director,4,Divorced,6409,6144,0,Y,No,14,3,4,80,1,27,1,4,8,3,0,2
56,No,Travel_Frequently,758,Research & Development,25,4,Medical,1,386,4,Female,96,3,4,Healthcare Representative,1,Divorced,15187,14297,6,Y,No,20,3,4,80,1,35,5,1,14,5,1,4
35,No,Non-Travel,481,Sales,2,2,Technical Degree,1,387,2,Male,57,4,2,Manager,3,Married,8746,8291,0,Y,Yes,18,4,4,80,0,15,0,3,5,2,0,1
38,Yes,Non-Travel,349,Research & Development,19,5,Other,1,388,1,Male,46,1,1,Healthcare Representative,1,Single,7354,7298,2,Y,Yes,18,3,2,80,1,18,6,2,8,3,1,2
40,No,Non-Travel,363,Sales,12,4,Technical Degree,1,389,4,Female,42,3,1,Research Scientist,4,Married,6957,8837,5,Y,No,23,3,2,80,0,18,4,1,9,3,2,3
36,No,Non-Travel,270,Research & Development,3,5,Medical,1,390,4,Female,37,1,1,Manufacturing Director,3,Divorced,6186,6073,8,Y,No,12,4,2,80,0,16,5,2,0,0,0,0
48,Yes,Non-Travel,475,Research & Development,17,4,Marketing,1,391,2,Female,64,4,2,Manufacturing Director,3,Divorced,9428,9903,5,Y,Yes,19,3,4,80,0,27,2,1,7,2,0,2
26,No,Non-Travel,866,Sales,4,5,Other,1,392,4,Female,105,2,4,Laboratory Technician,4,Divorced,16860,16479,1,Y,Yes,13,3,2,80,2,6,0,2,3,1,0,1
28,Yes,Travel_Frequently,796,Sales,15,5,Technical Degree,1,393,1,Female,99,1,4,Sales Representative,3,Divorced,15771,16216,4,Y,Yes,21,4,3,80,3,9,3,1,1,0,0,0
50,No,Travel_Frequently,361,Research & Development,29,2,Other,1,394,2,Female,43,3,2,Manager,3,Married,6783,6614,8,Y,No,19,3,4,80,0,31,4,1,9,3,3,3
31,No,Travel_Rarely,770,Research & Development,27,3,Medical,1,395,1,Male,97,2,4,Manager,3,Divorced,15663,11954,3,Y,No,19,3,3,80,0,9,1,3,5,2,0,1
41,No,Travel_Rarely,462,Research & Development,24,3,Marketing,1,396,4,Male,55,4,2,Research Director,1,Divorced,9135,11024,1,Y,No,15,4,3,80,0,20,1,4,9,3,0,3
50,No,Non-Travel,513,Sales,5,4,Medical,1,397,2,Female,64,4,3,Sales Executive,1,Married,9879,11924,0,Y,No,18,3,2,80,1,30,2,2,15,6,4,5
31,No,Non-Travel,482,Sales,16,1,Technical Degree,1,398,4,Female,64,2,2,Manufacturing Director,2,Divorced,9637,12313,6,Y,No,21,3,3,80,2,10,2,3,9,3,2,3
36,No,Travel_Rarely,332,Research & Development,29,3,Technical Degree,1,399,4,Female,39,2,1,Sales Representative,4,Married,6834,7596,6,Y,No,14,4,1,80,0,16,4,4,9,3,1,3
34,No,Non-Travel,555,Research & Development,23,5,Marketing,1,400,2,Male,60,1,3,Manager,1,Divorced,11019,9735,2,Y,No,23,3,1,80,2,12,0,3,3,1,2,1
52,Yes,Travel_Rarely,362,Research & Development,8,3,Medical,1,401,4,Female,45,4,1,Laboratory Technician,1,Divorced,6759,6164,0,Y,Yes,11,4,1,80,0,31,2,1,10,4,1,3
35,No,Travel_Frequently,436,Sales,9,5,Life Sciences,1,402,3,Female,57,3,2,Sales Representative,4,Married,8560,8029,2,Y,Yes,15,3,4,80,1,13,0,2,12,4,3,4
48,No,Travel_Rarely,523,Research & Development,10,3,Life Sciences,1,403,2,Male,60,4,2,Sales Representative,1,Single,10165,10165,1,Y,No,21,3,3,80,1,29,0,4,12,4,6,4
57,No,Travel_Frequently,799,Research & Development,18,4,Other,1,404,3,Female,93,4,4,Manufacturing Director,2,Divorced,15552,15823,4,Y,No,23,4,1,80,0,35,1,1,14,5,1,4
23,Yes,Travel_Frequently,327,Research & Development,13,5,Life Sciences,1,405,2,Female,35,4,1,Laboratory Technician,4,Divorced,6025,3288,1,Y,Yes,17,3,2,80,2,1,4,4,0,0,1,0
41,Yes,Travel_Frequently,266,Sales,16,4,Life Sciences,1,406,2,Male,35,4,1,Manufacturing Director,3,Single,5805,6425,7,Y,Yes,13,3,1,80,0,21,1,2,5,2,1,1
47,No,Travel_Frequently,602,Sales,24,4,Medical,1,407,4,Male,70,3,3,Manufacturing Director,3,Single,11905,12085,6,Y,No,12,3,2,80,0,26,1,3,10,4,1,3
55,Yes,Non-Travel,587,Human Resources,17,4,Technical Degree,1,408,2,Female,69,4,3,Research Director,2,Married,11109,13104,3,Y,Yes,13,4,1,80,0,34,0,2,17,6,7,5
42,No,Travel_Frequently,623,Research & Development,12,4,Marketing,1,409,4,Female,82,3,4,Manager,4,Divorced,12965,16174,4,Y,No,21,3,1,80,1,21,3,4,6,2,6,2
30,No,Travel_Rarely,483,Sales,9,3,Technical Degree,1,410,3,Female,67,3,3,Sales Executive,3,Married,10421,6847,0,Y,No,21,4,1,80,1,9,0,1,0,0,0,0
48,No,Travel_Frequently,447,Research & Development,2,5,Other,1,411,1,Male,55,4,2,Research Director,2,Divorced,8999,11023,2,Y,No,22,3,1,80,0,26,5,2,4,1,1,1
38,No,Non-Travel,835,Sales,23,5,Medical,1,412,1,Male,100,2,5,Manager,2,Married,16342,18517,0,Y,Yes,14,3,4,80,0,16,4,3,10,4,1,3
23,No,Travel_Frequently,305,Research & Development,29,4,Medical,1,413,4,Male,36,1,1,Research Scientist,2,Married,6174,7280,2,Y,No,21,4,2,80,0,3,5,3,2,0,0,0
32,No,Non-Travel,309,Research & Development,5,4,Medical,1,414,4,Female,41,2,1,Healthcare Representative,3,Married,6672,8448,7,Y,No,17,3,1,80,3,12,4,3,3,1,0,1
50,No,Non-Travel,278,Research & Development,19,4,Marketing,1,415,2,Male,43,4,1,Human Resources,2,Divorced,6113,7345,8,Y,No,21,4,3,80,0,31,3,4,9,3,1,3
39,No,Travel_Frequently,754,Sales,11,4,Technical Degree,1,416,4,Male,96,4,4,Healthcare Representative,4,Single,15954,15862,0,Y,No,20,3,2,80,0,18,2,4,4,1,1,1
35,No,Travel_Rarely,316,Research & Development,6,5,Medical,1,417,1,Male,41,3,1,Human Resources,3,Married,6424,7766,2,Y,Yes,17,3,2,80,2,14,3,1,8,3,4,2
33,No,Travel_Frequently,528,Research & Development,5,2,Medical,1,418,4,Female,67,4,3,Sales Executive,2,Married,11165,12078,8,Y,No,17,3,2,80,2,14,0,4,6,2,2,2
22,No,Non-Travel,922,Research & Development,14,3,Technical Degree,1,419,2,Male,116,2,5,Sales Executive,4,Married,18242,17206,0,Y,No,15,3,4,80,0,1,1,1,5,2,0,1
34,No,Travel_Frequently,263,Research & Development,15,5,Technical Degree,1,420,2,Male,35,3,1,Human Resources,4,Married,4979,7394,1,Y,No,21,3,2,80,1,12,3,1,3,1,0,1
46,No,Travel_Rarely,662,Research & Development,24,4,Technical Degree,1,421,1,Female,79,3,3,Human Resources,1,Married,12479,11857,6,Y,No,20,4,3,80,0,25,6,2,9,3,4,3
56,No,Travel_Rarely,425,Research & Development,24,4,Medical,1,422,3,Male,54,1,2,Healthcare Representative,4,Single,9079,9751,5,Y,No,19,3,1,80,0,34,0,3,11,4,2,3
47,No,Travel_Frequently,678,Sales,24,4,Life Sciences,1,423,3,Male,87,4,4,Human Resources,1,Single,14738,12876,1,Y,No,15,4,4,80,0,27,5,3,10,4,1,3
33,No,Travel_Frequently,376,Sales,26,4,Medical,1,424,2,Female,50,3,2,Manufacturing Director,1,Married,8173,9459,2,Y,No,11,3,3,80,0,14,1,4,4,1,4,1
19,No,Non-Travel,515,Sales,7,4,Medical,1,425,3,Female,69,4,3,Research Director,3,Married,10791,10061,8,Y,Yes,18,3,2,80,1,1,5,3,0,0,0,0
49,No,Non-Travel,308,Research & Development,25,4,Other,1,426,2,Female,31,3,1,Human Resources,1,Single,5824,9197,7,Y,No,11,4,4,80,1,29,6,2,9,3,5,3
25,No,Travel_Frequently,935,Sales,8,2,Technical Degree,1,427,3,Female,119,1,5,Healthcare Representative,3,Married,18255,18122,3,Y,No,17,4,3,80,1,6,4,3,4,1,0,1
39,No,Non-Travel,606,Research & Development,8,4,Technical Degree,1,428,2,Male,76,1,3,Research Scientist,1,Married,12048,10123,6,Y,No,20,3,4,80,3,20,2,2,4,1,0,1
50,Yes,Non-Travel,315,Research & Development,8,5,Technical Degree,1,429,2,Male,31,4,1,Manager,1,Divorced,5875,7134,5,Y,Yes,18,4,4,80,0,31,4,1,9,3,6,3
22,Yes,Travel_Frequently,567,Sales,27,1,Life Sciences,1,430,4,Female,67,4,3,Human Resources,1,Divorced,11593,12887,6,Y,No,24,4,1,80,0,3,3,1,2,0,0,0
24,Yes,Travel_Frequently,740,Research & Development,11,2,Technical Degree,1,431,1,Female,95,4,4,Research Scientist,1,Divorced,14832,15902,7,Y,Yes,15,3,4,80,2,4,6,3,0,0,0,0
51,No,Travel_Rarely,448,Sales,9,3,Life Sciences,1,432,2,Female,56,2,2,Manager,4,Single,9122,5867,4,Y,No,17,4,2,80,1,31,6,3,10,4,5,3
51,No,Travel_Rarely,265,Research & Development,8,3,Medical,1,433,4,Female,27,4,1,Manager,4,Divorced,5177,4073,7,Y,No,16,3,1,80,1,31,0,2,8,3,0,2
47,No,Travel_Frequently,246,Research & Development,19,4,Medical,1,434,1,Male,33,3,1,Human Resources,1,Divorced,5240,8390,0,Y,No,18,3,1,80,3,26,0,3,10,4,0,3
29,Yes,Travel_Rarely,425,Research & Development,11,1,Life Sciences,1,435,4,Female,57,4,2,Research Scientist,2,Single,8929,11089,4,Y,Yes,11,4,1,80,1,7,6,2,0,0,0,0
56,No,Travel_Frequently,514,Research & Development,10,3,Marketing,1,436,3,Male,59,4,2,Research Scientist,3,Married,9783,11791,7,Y,No,19,4,2,80,0,37,3,4,15,6,2,5
29,No,Non-Travel,875,Research & Development,25,3,Life Sciences,1,437,1,Female,112,2,5,Research Director,2,Divorced,17372,16788,7,Y,No,16,3,2,80,0,10,2,2,4,1,0,1
43,No,Travel_Frequently,616,Research & Development,24,4,Marketing,1,438,3,Female,85,4,3,Laboratory Technician,3,Married,12583,12752,6,Y,No,16,3,3,80,0,23,2,2,20,8,3,7
21,No,Travel_Frequently,761,Research & Development,26,5,Other,1,439,4,Female,94,4,4,Research Director,1,Single,15021,14211,4,Y,No,14,3,3,80,1,1,5,3,0,0,0,0
55,Yes,Travel_Frequently,163,Human Resources,5,3,Life Sciences,1,440,3,Female,19,3,1,Sales Representative,1,Single,3651,2497,6,Y,Yes,18,4,4,80,3,36,0,3,14,5,9,4
46,No,Travel_Frequently,528,Research & Development,11,3,Marketing,1,441,2,Male,66,2,3,Healthcare Representative,3,Single,10271,8435,5,Y,No,16,3,3,80,1,24,3,4,7,2,3,2
21,No,Travel_Rarely,922,Sales,18,4,Other,1,442,3,Male,121,3,5,Manager,3,Divorced,18699,18551,8,Y,No,12,4,1,80,2,1,4,4,0,0,0,0
45,No,Non-Travel,709,Research & Development,5,4,Medical,1,443,1,Female,93,4,4,Laboratory Technician,4,Divorced,14771,15097,6,Y,No,17,3,1,80,0,25,2,3,8,3,0,2
40,No,Travel_Frequently,379,Research & Development,7,5,Medical,1,444,3,Female,47,1,2,Manufacturing Director,1,Single,7703,8560,0,Y,No,21,3,3,80,2,19,1,2,8,3,3,2
46,Yes,Travel_Frequently,295,Research & Development,12,2,Marketing,1,445,2,Male,32,2,1,Manufacturing Director,2,Single,5204,4226,1,Y,Yes,20,4,1,80,3,27,5,1,13,5,4,4
25,No,Non-Travel,491,Sales,29,5,Marketing,1,446,3,Female,58,2,2,Sales Representative,1,Single,9592,9178,5,Y,No,17,3,1,80,1,6,6,4,4,1,0,1
27,Yes,Non-Travel,352,Research & Development,13,2,Marketing,1,447,3,Female,40,1,1,Manufacturing Director,2,Single,6981,7385,6,Y,Yes,15,4,2,80,0,7,1,2,0,0,0,0
27,Yes,Travel_Frequently,432,Sales,5,5,Life Sciences,1,448,4,Female,53,4,2,Human Resources,1,Married,8830,11065,3,Y,Yes,18,4,4,80,2,6,4,1,2,0,0,0
57,No,Non-Travel,483,Sales,11,4,Technical Degree,1,449,2,Female,64,2,2,Manufacturing Director,3,Single,9845,11843,1,Y,No,15,4,3,80,0,36,5,1,17,6,4,5
20,No,Travel_Frequently,676,Research & Development,19,4,Medical,1,450,4,Female,81,4,3,Manufacturing Director,3,Divorced,13291,11298,3,Y,Yes,24,3,3,80,0,1,6,1,6,2,1,2
39,No,Travel_Rarely,283,Research & Development,4,3,Marketing,1,451,1,Female,39,2,1,Research Director,3,Married,6152,10988,8,Y,No,24,3,1,80,0,17,3,4,2,0,0,0
50,No,Non-Travel,740,Research & Development,12,2,Medical,1,452,1,Male,83,3,4,Human Resources,3,Divorced,14034,11520,0,Y,Yes,13,3,2,80,1,29,4,2,15,6,6,5
35,No,Travel_Frequently,535,Human Resources,16,1,Medical,1,453,2,Male,71,1,2,Sales Representative,3,Divorced,11172,11188,4,Y,Yes,13,4,1,80,2,16,1,3,0,0,0,0
32,No,Travel_Frequently,773,Research & Development,27,5,Other,1,454,3,Male,98,1,4,Research Scientist,1,Single,15928,11919,4,Y,No,15,3,4,80,0,11,3,1,5,2,2,1
20,Yes,Travel_Frequently,265,Research & Development,25,3,Marketing,1,455,4,Female,32,4,1,Research Director,3,Married,5457,5256,1,Y,Yes,24,3,4,80,0,1,0,2,1,0,0,0
49,No,Travel_Frequently,437,Research & Development,8,3,Other,1,456,1,Female,58,1,2,Healthcare Representative,4,Divorced,9126,5326,7,Y,No,23,3,1,80,1,27,0,4,18,7,4,6
54,No,Travel_Frequently,460,Sales,8,5,Life Sciences,1,457,4,Female,55,3,2,Sales Representative,4,Divorced,8889,9260,1,Y,No,16,3,3,80,2,33,2,1,12,4,7,4
53,No,Travel_Rarely,568,Research & Development,16,4,Technical Degree,1,458,3,Female,68,1,3,Laboratory Technician,2,Divorced,11340,12061,8,Y,No,20,4,1,80,1,34,2,3,15,6,2,5
28,Yes,Travel_Rarely,383,Research & Development,11,5,Technical Degree,1,459,1,Female,41,1,1,Healthcare Representative,1,Single,7304,9858,6,Y,No,22,3,4,80,2,8,1,2,0,0,0,0
57,No,Non-Travel,850,Sales,1,4,Life Sciences,1,460,2,Female,101,2,5,Research Director,2,Married,16746,15890,4,Y,Yes,13,3,4,80,1,35,1,2,14,5,4,4
51,No,Travel_Rarely,741,Research & Development,8,4,Other,1,461,3,Male,89,1,4,Sales Representative,2,Divorced,14968,17927,5,Y,No,22,4,2,80,0,31,6,3,6,2,2,2
32,No,Travel_Frequently,650,Research & Development,21,4,Marketing,1,462,4,Male,81,1,3,Human Resources,4,Single,13144,10596,0,Y,No,19,3,2,80,0,11,3,4,0,0,0,0
19,No,Non-Travel,624,Research & Development,4,4,Life Sciences,1,463,3,Male,80,1,3,Laboratory Technician,4,Divorced,12693,14597,4,Y,No,20,4,1,80,2,1,2,2,0,0,0,0
29,No,Travel_Frequently,1044,Sales,23,4,Marketing,1,464,2,Male,126,3,5,Research Scientist,4,Single,20625,22947,6,Y,No,13,3,2,80,0,9,2,4,11,4,5,3
23,Yes,Travel_Rarely,409,Research & Development,12,3,Medical,1,465,3,Female,56,4,2,Sales Executive,1,Single,9257,11743,0,Y,No,20,4,3,80,0,1,4,1,0,0,0,0
27,No,Travel_Rarely,770,Research & Development,6,4,Technical Degree,1,466,3,Male,102,1,4,Laboratory Technician,1,Divorced,15867,14773,0,Y,No,19,4,3,80,1,6,4,3,4,1,0,1
42,No,Non-Travel,565,Research & Development,23,4,Technical Degree,1,467,1,Male,74,1,3,Research Scientist,1,Married,11497,13038,6,Y,Yes,20,3,3,80,3,21,4,4,11,4,5,3
45,No,Non-Travel,565,Research & Development,29,3,Medical,1,468,1,Female,73,2,2,Research Director,3,Divorced,11275,10866,6,Y,No,22,3,1,80,0,23,4,1,7,2,3,2
40,No,Travel_Rarely,753,Sales,7,5,Other,1,469,2,Male,97,2,4,Sales Representative,1,Married,14912,15085,0,Y,No,18,3,3,80,0,19,1,4,2,0,0,0
33,Yes,Travel_Frequently,490,Research & Development,9,4,Life Sciences,1,470,3,Female,57,4,2,Laboratory Technician,2,Married,8955,6840,6,Y,Yes,22,3,3,80,0,14,5,2,7,2,0,2
56,No,Travel_Frequently,330,Research & Development,19,1,Life Sciences,1,471,3,Male,42,4,1,Research Director,3,Single,7054,11646,7,Y,Yes,24,3,3,80,1,34,2,2,18,7,3,6
48,No,Travel_Rarely,459,Sales,7,3,Marketing,1,472,2,Male,54,4,1,Sales Representative,3,Single,8358,7482,1,Y,Yes,23,4,1,80,1,27,4,4,16,6,5,5
30,No,Non-Travel,408,Sales,4,5,Technical Degree,1,473,3,Male,47,2,2,Healthcare Representative,1,Divorced,8286,8042,0,Y,No,11,4,2,80,1,9,2,2,3,1,0,1
24,Yes,Non-Travel,368,Sales,15,4,Medical,1,474,1,Female,36,4,1,Sales Executive,1,Divorced,6252,4522,3,Y,No,17,4,4,80,0,5,4,1,2,0,0,0
27,No,Non-Travel,299,Research & Development,8,3,Medical,1,475,2,Female,33,1,1,Healthcare Representative,4,Single,5596,2768,5,Y,No,24,4,4,80,1,8,4,3,1,0,4,0
46,No,Non-Travel,461,Research & Development,5,5,Other,1,476,4,Female,63,4,2,Sales Representative,2,Married,9803,8301,3,Y,No,17,3,3,80,1,25,1,3,9,3,0,3
30,No,Travel_Frequently,355,Research & Development,24,3,Technical Degree,1,477,2,Male,44,2,1,Sales Representative,2,Divorced,6981,11437,2,Y,No,24,3,4,80,0,11,1,4,2,0,1,0
21,No,Travel_Rarely,944,Sales,4,3,Medical,1,478,4,Male,111,4,5,Manager,3,Married,18302,19682,4,Y,No,15,4,3,80,2,1,2,3,0,0,0,0
58,No,Non-Travel,714,Human Resources,27,3,Technical Degree,1,479,4,Male,79,4,3,Manufacturing Director,4,Married,13460,15902,0,Y,Yes,22,3,2,80,2,37,4,4,13,5,4,4
39,No,Travel_Frequently,268,Research & Development,1,5,Other,1,480,3,Male,34,1,1,Laboratory Technician,2,Married,5574,7955,1,Y,No,18,4,3,80,1,19,6,3,3,1,0,1
19,No,Non-Travel,274,Research & Development,16,3,Life Sciences,1,481,2,Female,38,1,1,Manufacturing Director,3,Divorced,5760,-582,7,Y,No,25,3,1,80,0,1,1,1,0,0,0,0
